Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_gasseri__UMB1399__GCA_007826985.2,Lactobacillus_gasseri__UMB6735__GCA_030216645.1
vanR,vanR,Regulatory protein VanR,2,2,1.0,6,38,,,,687,687,687.0,DLKHCADP_01665,FKLDPHGP_01577
nanE,nanE,Putative N-acetylmannosamine-6-phosphate 2-epimerase,2,2,1.0,6,37,,,,693,693,693.0,DLKHCADP_01203,FKLDPHGP_01531
ccpA_2,ccpA_2,Catabolite control protein A,2,2,1.0,6,36,,,,987,987,987.0,DLKHCADP_00915,FKLDPHGP_01622
group_284,,putative ABC transporter ATP-binding protein,2,2,1.0,6,32,,,,1851,1851,1851.0,DLKHCADP_01664,FKLDPHGP_01578
bglF_3,bglF_3,PTS system beta-glucoside-specific EIIBCA component,2,2,1.0,6,30,,,,1875,1875,1875.0,DLKHCADP_01644,FKLDPHGP_01597
group_282,,hypothetical protein,2,2,1.0,6,29,,,,135,135,135.0,0_refound_6,FKLDPHGP_01543
scrA_2,scrA_2,PTS system sucrose-specific EIIBCA component,2,2,1.0,6,28,,,,1944,1944,1944.0,DLKHCADP_00913,FKLDPHGP_01620
btuD_2,;btuD_2,Multidrug efflux system ATP-binding protein;Vitamin B12 import ATP-binding protein BtuD,2,2,1.0,6,26,,,,897,897,897.0,DLKHCADP_01595,FKLDPHGP_01573
fruA,fruA,PTS system fructose-specific EIIABC component,2,2,1.0,6,25,,,,1986,1986,1986.0,DLKHCADP_01600,FKLDPHGP_01568
bceA,bceA,Bacitracin export ATP-binding protein BceA,2,2,1.0,6,24,,,,747,747,747.0,DLKHCADP_01212,FKLDPHGP_01538
group_280,,Aspartate racemase,2,2,1.0,6,23,,,,750,750,750.0,DLKHCADP_01668,FKLDPHGP_01574
ptsG,ptsG,PTS system glucose-specific EIICBA component,2,2,1.0,6,22,,,,2076,2076,2076.0,DLKHCADP_01202,FKLDPHGP_01532
ychF,ychF,Ribosome-binding ATPase YchF,2,2,1.0,6,21,,,,1101,1101,1101.0,DLKHCADP_01660,FKLDPHGP_01581
group_279,,hypothetical protein,2,2,1.0,6,19,,,,183,183,183.0,DLKHCADP_00400,FKLDPHGP_01526
glcR_2,glcR_2,HTH-type transcriptional repressor GlcR,2,2,1.0,6,17,,,,759,759,759.0,DLKHCADP_01598,FKLDPHGP_01570
nrdI_2,nrdI_2,Protein NrdI,2,2,1.0,6,16,,,,462,462,462.0,DLKHCADP_01620,FKLDPHGP_01548
tagU,tagU,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,2,2,1.0,6,15,,,,1125,1125,1125.0,DLKHCADP_01610,FKLDPHGP_01558
helD,helD,DNA helicase IV,2,2,1.0,6,14,,,,2295,2295,2295.0,DLKHCADP_00402,FKLDPHGP_01524
yjjB,yjjB,succinate transporter subunit YjjB,2,2,1.0,6,13,,,,471,471,471.0,DLKHCADP_01615,FKLDPHGP_01553
soj,soj,Sporulation initiation inhibitor protein Soj,2,2,1.0,6,11,,,,774,774,774.0,DLKHCADP_01657,FKLDPHGP_01584
luxS,luxS,S-ribosylhomocysteine lyase,2,2,1.0,6,10,,,,477,477,477.0,DLKHCADP_00395,FKLDPHGP_01681
rcsC,rcsC,Sensor histidine kinase RcsC,2,2,1.0,6,9,,,,1146,1146,1146.0,DLKHCADP_01666,FKLDPHGP_01576
group_277,,hypothetical protein,2,2,1.0,6,8,,,,783,783,783.0,DLKHCADP_01614,FKLDPHGP_01554
sbnD_1,sbnD_1,Staphyloferrin B transporter,2,2,1.0,6,2,,,,1215,1215,1215.0,DLKHCADP_01475,FKLDPHGP_01616
group_273,,hypothetical protein,2,2,1.0,6,1,,,,243,243,243.0,DLKHCADP_01647,FKLDPHGP_01594
rplF,rplF,Large ribosomal subunit protein uL6,2,2,1.0,5,126,,,,531,531,531.0,DLKHCADP_01881,FKLDPHGP_01046
group_272,,hypothetical protein,2,2,1.0,5,125,,,,531,531,531.0,DLKHCADP_00295,FKLDPHGP_01128
group_271,,hypothetical protein,2,2,1.0,5,124,,,,258,258,258.0,DLKHCADP_01834,FKLDPHGP_01071
rplE,rplE,Large ribosomal subunit protein uL5,2,2,1.0,5,123,,,,543,543,543.0,DLKHCADP_01878,FKLDPHGP_01043
group_270,,hypothetical protein,2,2,1.0,5,122,,,,1248,1248,1248.0,DLKHCADP_01854,FKLDPHGP_01091
rhaS_1,rhaS_1,HTH-type transcriptional activator RhaS,2,2,1.0,5,121,,,,828,828,828.0,DLKHCADP_00303,FKLDPHGP_01136
rpsQ,rpsQ,Small ribosomal subunit protein uS17,2,2,1.0,5,120,,,,267,267,267.0,DLKHCADP_01875,FKLDPHGP_01040
dut,dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,2,2,1.0,5,119,,,,552,552,552.0,DLKHCADP_01839,FKLDPHGP_01076
rplB,rplB,Large ribosomal subunit protein uL2,2,2,1.0,5,118,,,,837,837,837.0,DLKHCADP_01869,FKLDPHGP_01034
nusG,nusG,Transcription termination/antitermination protein NusG,2,2,1.0,5,117,,,,552,552,552.0,DLKHCADP_00312,FKLDPHGP_01095
purA,purA,Adenylosuccinate synthetase,2,2,1.0,5,116,,,,1290,1290,1290.0,DLKHCADP_00297,FKLDPHGP_01130
secY,secY,Protein translocase subunit SecY,2,2,1.0,5,115,,,,1296,1296,1296.0,DLKHCADP_01886,FKLDPHGP_01051
group_269,,hypothetical protein,2,2,1.0,5,114,,,,558,558,558.0,DLKHCADP_01849,FKLDPHGP_01086
purB,purB,Adenylosuccinate lyase,2,2,1.0,5,113,,,,1296,1296,1296.0,DLKHCADP_00298,FKLDPHGP_01131
rimI_1,rimI_1,[Ribosomal protein bS18]-alanine N-acetyltransferase,2,2,1.0,5,112,,,,558,558,558.0,DLKHCADP_00337,FKLDPHGP_01120
ecfA1,ecfA1,Energy-coupling factor transporter ATP-binding protein EcfA1,2,2,1.0,5,111,,,,849,849,849.0,DLKHCADP_01894,FKLDPHGP_01059
groES,groES,Co-chaperonin GroES,2,2,1.0,5,110,,,,285,285,285.0,DLKHCADP_01181,FKLDPHGP_01147
yvdD,yvdD,LOG family protein YvdD,2,2,1.0,5,109,,,,567,567,567.0,DLKHCADP_01178,FKLDPHGP_01144
rpsS,rpsS,Small ribosomal subunit protein uS19,2,2,1.0,5,108,,,,288,288,288.0,DLKHCADP_01870,FKLDPHGP_01035
group_268,,hypothetical protein,2,2,1.0,5,107,,,,288,288,288.0,DLKHCADP_00294,FKLDPHGP_01127
rplJ,rplJ,Large ribosomal subunit protein uL10,2,2,1.0,5,106,,,,573,573,573.0,DLKHCADP_00318,FKLDPHGP_01101
rplW,rplW,Large ribosomal subunit protein uL23,2,2,1.0,5,105,,,,297,297,297.0,DLKHCADP_01868,FKLDPHGP_01033
rsmI,rsmI,Ribosomal RNA small subunit methyltransferase I,2,2,1.0,5,104,,,,858,858,858.0,DLKHCADP_00333,FKLDPHGP_01116
group_267,,hypothetical protein,2,2,1.0,5,103,,,,858,858,858.0,DLKHCADP_00331,FKLDPHGP_01114
pepC,pepC,Aminopeptidase C,2,2,1.0,5,102,,,,1350,1350,1350.0,DLKHCADP_01838,FKLDPHGP_01075
yajL,yajL,Protein/nucleic acid deglycase 3,2,2,1.0,5,101,,,,585,585,585.0,DLKHCADP_01830,FKLDPHGP_01067
group_266,,hypothetical protein,2,2,1.0,5,100,,,,300,300,300.0,DLKHCADP_00300,FKLDPHGP_01133
licT_5,licT_5,Transcription antiterminator LicT,2,2,1.0,5,99,,,,864,864,864.0,DLKHCADP_01845,FKLDPHGP_01082
qorB,qorB,Quinone oxidoreductase 2,2,2,1.0,5,98,,,,867,867,867.0,DLKHCADP_01829,FKLDPHGP_01066
rpsJ,rpsJ,Small ribosomal subunit protein uS10,2,2,1.0,5,97,,,,309,309,309.0,DLKHCADP_01865,FKLDPHGP_01030
group_265,,hypothetical protein,2,2,1.0,5,96,,,,309,309,309.0,DLKHCADP_00301,FKLDPHGP_01134
recR,recR,Recombination protein RecR,2,2,1.0,5,95,,,,600,600,600.0,DLKHCADP_00327,FKLDPHGP_01110
clcA_1,clcA_1,H(+)/Cl(-) exchange transporter ClcA,2,2,1.0,5,94,,,,1374,1374,1374.0,DLKHCADP_00293,FKLDPHGP_01126
group_264,,hypothetical protein,2,2,1.0,5,93,,,,879,879,879.0,DLKHCADP_00320,FKLDPHGP_01103
radA,radA,DNA repair protein RadA,2,2,1.0,5,92,,,,1380,1380,1380.0,DLKHCADP_01840,FKLDPHGP_01077
czrA,czrA,HTH-type transcriptional repressor CzrA,2,2,1.0,5,91,,,,324,324,324.0,DLKHCADP_01832,FKLDPHGP_01069
czcD,czcD,Cadmium cobalt and zinc/H(+)-K(+) antiporter,2,2,1.0,5,90,,,,885,885,885.0,DLKHCADP_01833,FKLDPHGP_01070
darA,darA,Cyclic di-AMP receptor A,2,2,1.0,5,89,,,,327,327,327.0,DLKHCADP_00330,FKLDPHGP_01113
rsmC,rsmC,Ribosomal RNA small subunit methyltransferase C,2,2,1.0,5,88,,,,612,612,612.0,DLKHCADP_00322,FKLDPHGP_01105
group_263,,hypothetical protein,2,2,1.0,5,87,,,,888,888,888.0,DLKHCADP_00291,FKLDPHGP_01124
rplD,rplD,Large ribosomal subunit protein uL4,2,2,1.0,5,86,,,,618,618,618.0,DLKHCADP_01867,FKLDPHGP_01032
ybaB,ybaB,Nucleoid-associated protein YbaB,2,2,1.0,5,85,,,,330,330,330.0,DLKHCADP_00326,FKLDPHGP_01109
group_262,,hypothetical protein,2,2,1.0,5,84,,,,624,624,624.0,DLKHCADP_00292,FKLDPHGP_01125
cysS,cysS,Cysteine--tRNA ligase,2,2,1.0,5,83,,,,1413,1413,1413.0,DLKHCADP_01842,FKLDPHGP_01079
lacG_1,lacG_1,6-phospho-beta-galactosidase,2,2,1.0,5,82,,,,1428,1428,1428.0,DLKHCADP_01848,FKLDPHGP_01085
rplC,rplC,Large ribosomal subunit protein uL3,2,2,1.0,5,81,,,,630,630,630.0,DLKHCADP_01866,FKLDPHGP_01031
smc_3,smc_3,Chromosome partition protein Smc,2,2,1.0,5,80,,,,1431,1431,1431.0,DLKHCADP_00290,FKLDPHGP_01123
yabA,yabA,Replication initiation control protein YabA,2,2,1.0,5,79,,,,345,345,345.0,DLKHCADP_00332,FKLDPHGP_01115
rpsM,rpsM,Small ribosomal subunit protein uS13,2,2,1.0,5,78,,,,348,348,348.0,DLKHCADP_01890,FKLDPHGP_01055
rplV,rplV,Large ribosomal subunit protein uL22,2,2,1.0,5,77,,,,354,354,354.0,DLKHCADP_01871,FKLDPHGP_01036
tmk,tmk,Thymidylate kinase,2,2,1.0,5,76,,,,642,642,642.0,DLKHCADP_00329,FKLDPHGP_01112
rplR,rplR,Large ribosomal subunit protein uL18,2,2,1.0,5,75,,,,360,360,360.0,DLKHCADP_01882,FKLDPHGP_01047
lacF_2,lacF_2,PTS system lactose-specific EIIA component,2,2,1.0,5,74,,,,360,360,360.0,DLKHCADP_01846,FKLDPHGP_01083
rex,rex,Redox-sensing transcriptional repressor Rex,2,2,1.0,5,73,,,,645,645,645.0,DLKHCADP_01177,FKLDPHGP_01143
tcyL,tcyL,L-cystine transport system permease protein TcyL,2,2,1.0,5,72,,,,645,645,645.0,DLKHCADP_00315,FKLDPHGP_01098
tcyN,tcyN,L-cystine import ATP-binding protein TcyN,2,2,1.0,5,71,,,,648,648,648.0,DLKHCADP_00316,FKLDPHGP_01099
rplL,rplL,Large ribosomal subunit protein bL12,2,2,1.0,5,70,,,,363,363,363.0,DLKHCADP_00319,FKLDPHGP_01102
group_261,,hypothetical protein,2,2,1.0,5,69,,,,642,819,730.5,DLKHCADP_00309,FKLDPHGP_01140
smc_2,smc_2,Chromosome partition protein Smc,2,2,1.0,5,68,,,,1494,1494,1494.0,DLKHCADP_00289,FKLDPHGP_01122
gltX,gltX,Glutamate--tRNA ligase,2,2,1.0,5,67,,,,1500,1500,1500.0,DLKHCADP_01841,FKLDPHGP_01078
rplN,rplN,Large ribosomal subunit protein uL14,2,2,1.0,5,66,,,,369,369,369.0,DLKHCADP_01876,FKLDPHGP_01041
xylB,xylB,Xylulose kinase,2,2,1.0,5,65,,,,1509,1509,1509.0,DLKHCADP_01851,FKLDPHGP_01088
scrB_2~~~scrB_1,scrB_2;scrB_1,Sucrose-6-phosphate hydrolase,2,3,1.5,5,64,,,,240,1530,1010.0,DLKHCADP_00308;DLKHCADP_00307,FKLDPHGP_01139
adk,adk,Adenylate kinase,2,2,1.0,5,63,,,,654,654,654.0,DLKHCADP_01887,FKLDPHGP_01052
group_260,,hypothetical protein,2,2,1.0,5,62,,,,936,936,936.0,DLKHCADP_01837,FKLDPHGP_01074
rpoA,rpoA,DNA-directed RNA polymerase subunit alpha,2,2,1.0,5,61,,,,939,939,939.0,DLKHCADP_01892,FKLDPHGP_01057
lysS,lysS,Lysine--tRNA ligase,2,2,1.0,5,60,,,,1542,1542,1542.0,DLKHCADP_01580,FKLDPHGP_01020
rplQ,rplQ,Large ribosomal subunit protein bL17,2,2,1.0,5,59,,,,384,384,384.0,DLKHCADP_01893,FKLDPHGP_01058
rpsC,rpsC,Small ribosomal subunit protein uS3,2,2,1.0,5,58,,,,669,669,669.0,DLKHCADP_01872,FKLDPHGP_01037
rpsK,rpsK,Small ribosomal subunit protein uS11,2,2,1.0,5,57,,,,390,390,390.0,DLKHCADP_01891,FKLDPHGP_01056
group_259,,hypothetical protein,2,2,1.0,5,56,,,,678,678,678.0,DLKHCADP_01861,FKLDPHGP_01026
gpmA_5,gpmA_5,23-bisphosphoglycerate-dependent phosphoglycerate mutase,2,2,1.0,5,55,,,,678,678,678.0,DLKHCADP_01836,FKLDPHGP_01073
group_258,,Beta-glucosidase BoGH3B;hypothetical protein;Beta-xylosidase,2,3,1.5,5,54,,,,1020,2229,1491.0,DLKHCADP_00305;DLKHCADP_00304,FKLDPHGP_01137
rpsI,rpsI,Small ribosomal subunit protein uS9,2,2,1.0,5,53,,,,396,396,396.0,DLKHCADP_01827,FKLDPHGP_01064
rpsH,rpsH,Small ribosomal subunit protein uS8,2,2,1.0,5,52,,,,399,399,399.0,DLKHCADP_01880,FKLDPHGP_01045
gpmA_4,gpmA_4,23-bisphosphoglycerate-dependent phosphoglycerate mutase,2,2,1.0,5,51,,,,690,690,690.0,DLKHCADP_01831,FKLDPHGP_01068
lacE_1,lacE_1,PTS system lactose-specific EIICB component,2,2,1.0,5,50,,,,1704,1704,1704.0,DLKHCADP_01847,FKLDPHGP_01084
rpsL,rpsL,Small ribosomal subunit protein uS12,2,2,1.0,5,49,,,,408,408,408.0,DLKHCADP_01862,FKLDPHGP_01027
dxs,dxs,1-deoxy-D-xylulose-5-phosphate synthase,2,2,1.0,5,48,,,,1455,1761,1608.0,DLKHCADP_01853,FKLDPHGP_01090
rplA,rplA,Large ribosomal subunit protein uL1,2,2,1.0,5,47,,,,693,693,693.0,DLKHCADP_00314,FKLDPHGP_01097
guaC,guaC,GMP reductase,2,2,1.0,5,46,,,,993,993,993.0,DLKHCADP_00296,FKLDPHGP_01129
dusB,dusB,tRNA-dihydrouridine synthase B,2,2,1.0,5,45,,,,1008,1008,1008.0,DLKHCADP_01579,FKLDPHGP_01019
dnaX,dnaX,DNA polymerase III subunit tau,2,2,1.0,5,44,,,,1809,1809,1809.0,DLKHCADP_00325,FKLDPHGP_01108
rplK,rplK,Large ribosomal subunit protein uL11,2,2,1.0,5,43,,,,426,426,426.0,DLKHCADP_00313,FKLDPHGP_01096
hepT,hepT,Heptaprenyl diphosphate synthase component 2,2,2,1.0,5,42,,,,1017,1017,1017.0,DLKHCADP_01855,FKLDPHGP_01092
rpmJ,rpmJ,Large ribosomal subunit protein bL36,2,2,1.0,5,41,,,,117,117,117.0,DLKHCADP_01889,FKLDPHGP_01054
rplP,rplP,Large ribosomal subunit protein uL16,2,2,1.0,5,40,,,,438,438,438.0,DLKHCADP_01873,FKLDPHGP_01038
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,2,2,1.0,5,39,,,,726,726,726.0,DLKHCADP_00336,FKLDPHGP_01119
rplO,rplO,Large ribosomal subunit protein uL15,2,2,1.0,5,38,,,,441,441,441.0,DLKHCADP_01885,FKLDPHGP_01050
group_257,,hypothetical protein,2,2,1.0,5,37,,,,441,441,441.0,DLKHCADP_01828,FKLDPHGP_01065
ettA,ettA,Energy-dependent translational throttle protein EttA,2,2,1.0,5,36,,,,1932,1932,1932.0,DLKHCADP_01176,FKLDPHGP_01142
tsaD,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,2,2,1.0,5,35,,,,1047,1047,1047.0,DLKHCADP_00338,FKLDPHGP_01121
mrnC,mrnC,Mini-ribonuclease 3,2,2,1.0,5,34,,,,444,444,444.0,DLKHCADP_01843,FKLDPHGP_01080
rplM,rplM,Large ribosomal subunit protein uL13,2,2,1.0,5,33,,,,444,444,444.0,DLKHCADP_01826,FKLDPHGP_01063
rpmG3,rpmG3,Large ribosomal subunit protein bL33C,2,2,1.0,5,32,,,,150,150,150.0,DLKHCADP_00310,FKLDPHGP_01093
group_256,,hypothetical protein,2,2,1.0,5,31,,,,735,735,735.0,DLKHCADP_00334,FKLDPHGP_01117
scrA_1,scrA_1,PTS system sucrose-specific EIIBCA component,2,2,1.0,5,30,,,,1965,1965,1965.0,DLKHCADP_00306,FKLDPHGP_01138
idi,idi,Isopentenyl-diphosphate Delta-isomerase,2,2,1.0,5,29,,,,450,450,450.0,DLKHCADP_00299,FKLDPHGP_01132
secE,secE,Protein translocase subunit SecE,2,2,1.0,5,28,,,,171,171,171.0,DLKHCADP_00311,FKLDPHGP_01094
tadA_1,tadA_1,tRNA-specific adenosine deaminase,2,2,1.0,5,27,,,,453,453,453.0,DLKHCADP_00324,FKLDPHGP_01107
group_255,,Putative TrmH family tRNA/rRNA methyltransferase,2,2,1.0,5,26,,,,756,756,756.0,DLKHCADP_01844,FKLDPHGP_01081
rpmD,rpmD,Large ribosomal subunit protein uL30,2,2,1.0,5,25,,,,183,183,183.0,DLKHCADP_01884,FKLDPHGP_01049
fusA,fusA,elongation factor G FusA,2,2,1.0,5,24,,,,2097,2097,2097.0,DLKHCADP_01864,FKLDPHGP_01029
group_254,,hypothetical protein,2,2,1.0,5,23,,,,183,183,183.0,DLKHCADP_00323,FKLDPHGP_01106
rpsZ,rpsZ,Small ribosomal subunit protein uS14,2,2,1.0,5,22,,,,186,186,186.0,DLKHCADP_01879,FKLDPHGP_01044
group_253,,putative HTH-type transcriptional regulator,2,2,1.0,5,21,,,,459,459,459.0,DLKHCADP_01179,FKLDPHGP_01145
group_252,,hypothetical protein,2,2,1.0,5,20,,,,186,186,186.0,DLKHCADP_01835,FKLDPHGP_01072
group_251,,hypothetical protein,2,2,1.0,5,19,,,,759,759,759.0,DLKHCADP_01180,FKLDPHGP_01146
group_250,,hypothetical protein,2,2,1.0,5,18,,,,465,465,465.0,DLKHCADP_01175,FKLDPHGP_01141
rpsG,rpsG,Small ribosomal subunit protein uS7,2,2,1.0,5,17,,,,471,471,471.0,DLKHCADP_01863,FKLDPHGP_01028
rpmC,rpmC,Large ribosomal subunit protein uL29,2,2,1.0,5,16,,,,198,198,198.0,DLKHCADP_01874,FKLDPHGP_01039
garK,garK,Glycerate 2-kinase,2,2,1.0,5,15,,,,1137,1137,1137.0,DLKHCADP_01852,FKLDPHGP_01089
clpC,clpC,Negative regulator of genetic competence ClpC/MecB,2,2,1.0,5,14,,,,2469,2469,2469.0,DLKHCADP_01858,FKLDPHGP_01023
artJ,artJ,ABC transporter arginine-binding protein 1,2,2,1.0,5,13,,,,792,792,792.0,DLKHCADP_00317,FKLDPHGP_01100
group_249,,hypothetical protein,2,2,1.0,5,12,,,,219,219,219.0,DLKHCADP_01850,FKLDPHGP_01087
truA,truA,tRNA pseudouridine synthase A,2,2,1.0,5,11,,,,795,795,795.0,DLKHCADP_01825,FKLDPHGP_01062
infA,infA,Translation initiation factor IF-1,2,2,1.0,5,10,,,,222,222,222.0,DLKHCADP_01888,FKLDPHGP_01053
ecfT_2,ecfT_2,Energy-coupling factor transporter transmembrane protein EcfT,2,2,1.0,5,9,,,,798,798,798.0,DLKHCADP_01824,FKLDPHGP_01061
group_248,,hypothetical protein,2,2,1.0,5,8,,,,225,225,225.0,DLKHCADP_00321,FKLDPHGP_01104
uctC,uctC,Acetyl-CoA:oxalate CoA-transferase,2,2,1.0,5,7,,,,1188,1188,1188.0,DLKHCADP_00302,FKLDPHGP_01135
folT,folT,Folate transporter FolT,2,2,1.0,5,6,,,,516,516,516.0,DLKHCADP_00335,FKLDPHGP_01118
rpoB,rpoB,DNA-directed RNA polymerase subunit beta RpoB,2,2,1.0,5,5,,,,3615,3615,3615.0,DLKHCADP_01859,FKLDPHGP_01024
rpoC,rpoC,DNA-directed RNA polymerase subunit beta RpoC,2,2,1.0,5,4,,,,3672,3672,3672.0,DLKHCADP_01860,FKLDPHGP_01025
group_247,,hypothetical protein,2,2,1.0,5,3,,,,237,237,237.0,DLKHCADP_00328,FKLDPHGP_01111
rplX,rplX,Large ribosomal subunit protein uL24,2,2,1.0,5,2,,,,240,240,240.0,DLKHCADP_01877,FKLDPHGP_01042
rpsE,rpsE,Small ribosomal subunit protein uS5,2,2,1.0,5,1,,,,525,525,525.0,DLKHCADP_01883,FKLDPHGP_01048
mutL,mutL,DNA mismatch repair protein MutL,2,2,1.0,4,15,,,,1893,1893,1893.0,DLKHCADP_00276,FKLDPHGP_01686
ruvA,ruvA,Holliday junction branch migration complex subunit RuvA,2,2,1.0,4,14,,,,579,579,579.0,DLKHCADP_00277,FKLDPHGP_01687
mutS,mutS,DNA mismatch repair protein MutS,2,2,1.0,4,13,,,,2574,2574,2574.0,DLKHCADP_00275,FKLDPHGP_01685
dinB_1,dinB_1,DNA polymerase IV,2,2,1.0,4,12,,,,1122,1122,1122.0,DLKHCADP_00281,FKLDPHGP_01691
group_246,,hypothetical protein,2,2,1.0,4,11,,,,315,315,315.0,DLKHCADP_00287,FKLDPHGP_01697
zwf,zwf,Glucose-6-phosphate 1-dehydrogenase,2,2,1.0,4,10,,,,1449,1449,1449.0,DLKHCADP_00280,FKLDPHGP_01690
alaS,alaS,Alanine--tRNA ligase,2,2,1.0,4,9,,,,2649,2649,2649.0,DLKHCADP_00284,FKLDPHGP_01694
yrrK,yrrK,Putative pre-16S rRNA nuclease,2,2,1.0,4,8,,,,432,432,432.0,DLKHCADP_00286,FKLDPHGP_01696
group_245,,hypothetical protein,2,2,1.0,4,7,,,,258,258,258.0,DLKHCADP_00285,FKLDPHGP_01695
ruvB,ruvB,Holliday junction branch migration complex subunit RuvB,2,2,1.0,4,6,,,,1020,1020,1020.0,DLKHCADP_00278,FKLDPHGP_01688
nrnA,nrnA,putative bifunctional oligoribonuclease and PAP phosphatase NrnA,2,2,1.0,4,5,,,,966,966,966.0,DLKHCADP_00282,FKLDPHGP_01692
uup_3,uup_3,ATP-binding protein Uup,2,2,1.0,4,4,,,,1764,1764,1764.0,DLKHCADP_00274,FKLDPHGP_01684
group_244,,hypothetical protein,2,2,1.0,4,3,,,,543,543,543.0,DLKHCADP_00288,FKLDPHGP_01698
cshB,cshB,DEAD-box ATP-dependent RNA helicase CshB,2,2,1.0,4,2,,,,1395,1395,1395.0,DLKHCADP_00283,FKLDPHGP_01693
group_243,,hypothetical protein,2,2,1.0,4,1,,,,438,438,438.0,DLKHCADP_00279,FKLDPHGP_01689
yumC,yumC,Ferredoxin--NADP reductase 2,2,2,1.0,3,23,,,,957,957,957.0,DLKHCADP_00272,FKLDPHGP_01720
group_242,,hypothetical protein,2,2,1.0,3,22,,,,609,609,609.0,DLKHCADP_00270,FKLDPHGP_01718
group_241,,hypothetical protein,2,2,1.0,3,21,,,,1383,1383,1383.0,DLKHCADP_00265,FKLDPHGP_01713
yslB,yslB,putative protein YslB,2,2,1.0,3,19,,,,396,396,396.0,DLKHCADP_00254,FKLDPHGP_01701
group_240,,hypothetical protein,2,2,1.0,3,18,,,,327,327,327.0,DLKHCADP_00266,FKLDPHGP_01714
yugI,yugI,General stress protein 13,2,2,1.0,3,17,,,,318,366,342.0,DLKHCADP_00273,FKLDPHGP_01721
pepQ,pepQ,Xaa-Pro dipeptidase,2,2,1.0,3,16,,,,1107,1107,1107.0,DLKHCADP_00261,FKLDPHGP_01708
group_239,,hypothetical protein,2,2,1.0,3,15,,,,546,546,546.0,DLKHCADP_00268,FKLDPHGP_01716
pepV_1,pepV_1,Beta-Ala-Xaa dipeptidase,2,2,1.0,3,14,,,,1398,1398,1398.0,DLKHCADP_00264,FKLDPHGP_01712
rdgB,rdgB,dITP/XTP pyrophosphatase,2,2,1.0,3,13,,,,624,624,624.0,DLKHCADP_00256,FKLDPHGP_01703
ykuT,ykuT,putative MscS family protein YkuT,2,2,1.0,3,12,,,,897,897,897.0,DLKHCADP_00258,FKLDPHGP_01705
mutSB,mutSB,Putative endonuclease MutS2,2,2,1.0,3,11,,,,2367,2367,2367.0,DLKHCADP_00252,FKLDPHGP_01699
group_238,,hypothetical protein,2,2,1.0,3,10,,,,342,342,342.0,DLKHCADP_00260,FKLDPHGP_01707
ccpA_1,ccpA_1,Catabolite control protein A,2,2,1.0,3,9,,,,996,996,996.0,DLKHCADP_00262,FKLDPHGP_01709
yutF,yutF,5'-nucleotidase YutF,2,2,1.0,3,8,,,,783,783,783.0,DLKHCADP_00269,FKLDPHGP_01717
group_237,ackA_1,Acetate kinase,2,2,1.0,3,7,,,,1179,1179,1179.0,DLKHCADP_00257,FKLDPHGP_01704
group_236,,hypothetical protein,2,2,1.0,3,6,,,,432,432,432.0,DLKHCADP_00259,FKLDPHGP_01706
mtgA_2,mtgA_2,Biosynthetic peptidoglycan transglycosylase,2,2,1.0,3,5,,,,2829,2829,2829.0,DLKHCADP_00263,FKLDPHGP_01711
dedA,dedA,DedA family protein,2,2,1.0,3,4,,,,651,651,651.0,DLKHCADP_00271,FKLDPHGP_01719
murI,murI,Glutamate racemase,2,2,1.0,3,3,,,,801,801,801.0,DLKHCADP_00255,FKLDPHGP_01702
group_235,,hypothetical protein,2,2,1.0,3,2,,,,1368,1368,1368.0,DLKHCADP_00267,FKLDPHGP_01715
trxA,trxA,Thioredoxin,2,2,1.0,3,1,,,,312,312,312.0,DLKHCADP_00253,FKLDPHGP_01700
group_234,,hypothetical protein,2,2,1.0,2,139,,,,528,528,528.0,DLKHCADP_00225,FKLDPHGP_00978
tagK_1,tagK_1,D-tagatose-1-phosphate kinase,2,2,1.0,2,138,,,,816,816,816.0,DLKHCADP_00197,FKLDPHGP_00903
rpmE2,rpmE2,Large ribosomal subunit protein bL31B,2,2,1.0,2,137,,,,252,252,252.0,DLKHCADP_01373,FKLDPHGP_01003
group_233,,hypothetical protein,2,2,1.0,2,136,,,,252,252,252.0,DLKHCADP_00223,FKLDPHGP_00976
rpsN2,rpsN2,Small ribosomal subunit protein uS14A,2,2,1.0,2,135,,,,258,258,258.0,DLKHCADP_00352,FKLDPHGP_00910
rpoE,rpoE,putative DNA-directed RNA polymerase subunit delta,2,2,1.0,2,134,,,,543,543,543.0,DLKHCADP_00214,FKLDPHGP_00967
group_232,,hypothetical protein,2,2,1.0,2,133,,,,261,261,261.0,DLKHCADP_00375,FKLDPHGP_00932
tyrS,tyrS,Tyrosine--tRNA ligase,2,2,1.0,2,132,,,,1263,1263,1263.0,DLKHCADP_00343,FKLDPHGP_00920
group_231,,hypothetical protein,2,2,1.0,2,131,,,,828,828,828.0,DLKHCADP_00355,FKLDPHGP_00907
