Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_crispatus__UMB0803__GCA_002861765.1,Lactobacillus_crispatus__UMB6887__GCA_030216545.1,Lactobacillus_crispatus__UMB7805__GCA_030226265.1,Lactobacillus_crispatus__UMB8929B__GCA_030230695.1
group_349,,hypothetical protein,4,4,1.0,28,114,,,,315,315,315.0,HJHFJAOG_00260,MLMIAKCI_00665,AOHABJFI_01066,LCPJMJGF_00736
prfA,prfA,Peptide chain release factor 1,4,4,1.0,28,113,,,,1089,1089,1089.0,HJHFJAOG_00339,MLMIAKCI_00727,AOHABJFI_01004,LCPJMJGF_00696
mdtP_3~~~mdtP_2,mdtP_3;;mdtP_2,Multidrug transporter protein MdtP;hypothetical protein,4,5,1.25,28,112,,,,168,1473,1171.8,HJHFJAOG_01982,MLMIAKCI_00292;MLMIAKCI_00291,AOHABJFI_00564,LCPJMJGF_01874
potA,potA,Spermidine/putrescine import ATP-binding protein PotA,4,4,1.0,28,111,,,,1098,1098,1098.0,HJHFJAOG_01178,MLMIAKCI_01482,AOHABJFI_00582,LCPJMJGF_01606
group_348,,hypothetical protein,4,4,1.0,28,110,,,,651,651,651.0,HJHFJAOG_00254,MLMIAKCI_00659,AOHABJFI_01072,LCPJMJGF_00730
dacA_1,dacA_1,Diadenylate cyclase,4,4,1.0,28,109,,,,843,843,843.0,HJHFJAOG_01182,MLMIAKCI_01001,AOHABJFI_00586,LCPJMJGF_01610
group_347,,hypothetical protein,4,4,1.0,28,108,,,,468,468,468.0,HJHFJAOG_00319,MLMIAKCI_00707,AOHABJFI_01024,LCPJMJGF_00674
group_346,,hypothetical protein,4,4,1.0,28,107,,,,1107,1107,1107.0,HJHFJAOG_01198,MLMIAKCI_00985,AOHABJFI_00602,LCPJMJGF_02184
prmC,prmC,Release factor glutamine methyltransferase,4,4,1.0,28,106,,,,846,846,846.0,HJHFJAOG_00338,MLMIAKCI_00726,AOHABJFI_01005,LCPJMJGF_00695
murG,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,4,4,1.0,28,105,,,,1107,1107,1107.0,HJHFJAOG_00271,MLMIAKCI_00676,AOHABJFI_01055,LCPJMJGF_00747
group_345,,hypothetical protein,4,4,1.0,28,104,,,,1530,1530,1530.0,HJHFJAOG_01199,MLMIAKCI_00984,AOHABJFI_00603,LCPJMJGF_02185
group_344,,hypothetical protein,4,4,1.0,28,103,,,,330,330,330.0,HJHFJAOG_00278,MLMIAKCI_00683,AOHABJFI_01048,LCPJMJGF_00754
ytlR,ytlR,Putative lipid kinase YtlR,4,4,1.0,28,102,,,,849,849,849.0,HJHFJAOG_00251,MLMIAKCI_00656,AOHABJFI_01075,LCPJMJGF_00727
group_343,,hypothetical protein,4,4,1.0,28,101,,,,1533,1533,1533.0,HJHFJAOG_01164,MLMIAKCI_01496,AOHABJFI_00568,LCPJMJGF_01878
gpmB,gpmB,phosphoglycerate mutase GpmB,4,4,1.0,28,100,,,,660,660,660.0,HJHFJAOG_00255,MLMIAKCI_00660,AOHABJFI_01071,LCPJMJGF_00731
tsaE,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,4,4,1.0,28,99,,,,480,480,480.0,HJHFJAOG_01175,MLMIAKCI_01485,AOHABJFI_00579,LCPJMJGF_01603
mreC,mreC,Cell shape-determining protein MreC,4,4,1.0,28,98,,,,852,852,852.0,HJHFJAOG_00281,MLMIAKCI_00686,AOHABJFI_01045,LCPJMJGF_00757
cspA,cspA,Cold shock-like protein CspA,4,4,1.0,28,97,,,,204,204,204.0,HJHFJAOG_00262,MLMIAKCI_00667,AOHABJFI_01064,LCPJMJGF_00738
divIB,divIB,Cell division protein DivIB,4,4,1.0,28,96,,,,858,858,858.0,HJHFJAOG_00270,MLMIAKCI_00675,AOHABJFI_01056,LCPJMJGF_00746
mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA,4,4,1.0,28,95,,,,1128,1128,1128.0,HJHFJAOG_00256,MLMIAKCI_00661,AOHABJFI_01070,LCPJMJGF_00732
comGC,comGC,Competence protein ComGC,4,4,1.0,28,94,,,,342,342,342.0,HJHFJAOG_01211,MLMIAKCI_02165,AOHABJFI_00615,LCPJMJGF_00719
yhfK,;yhfK,hypothetical protein;putative sugar epimerase YhfK,4,4,1.0,28,93,,,,609,642,633.75,HJHFJAOG_01206,MLMIAKCI_02160,AOHABJFI_00610,LCPJMJGF_00724
group_342,,hypothetical protein,4,4,1.0,28,92,,,,342,342,342.0,HJHFJAOG_00257,MLMIAKCI_00662,AOHABJFI_01069,LCPJMJGF_00733
group_341,,Phosphorylated carbohydrates phosphatase,4,4,1.0,28,91,,,,678,678,678.0,HJHFJAOG_00284,MLMIAKCI_00689,AOHABJFI_01042,LCPJMJGF_00760
garK,garK,Glycerate 2-kinase,4,4,1.0,28,90,,,,1146,1146,1146.0,HJHFJAOG_01189,MLMIAKCI_00994,AOHABJFI_00593,LCPJMJGF_01617
group_340,,hypothetical protein,4,4,1.0,28,87,,,,1638,1638,1638.0,HJHFJAOG_00252,MLMIAKCI_00657,AOHABJFI_01074,LCPJMJGF_00728
iscS_1,iscS_1,Cysteine desulfurase IscS,4,4,1.0,28,86,,,,1158,1158,1158.0,HJHFJAOG_00258,MLMIAKCI_00663,AOHABJFI_01068,LCPJMJGF_00734
ywpJ,ywpJ,Phosphatase YwpJ,4,4,1.0,28,85,,,,876,876,876.0,HJHFJAOG_01172,MLMIAKCI_01488,AOHABJFI_00576,LCPJMJGF_01600
patB,patB,Cystathionine beta-lyase PatB,4,4,1.0,28,84,,,,1164,1164,1164.0,HJHFJAOG_01220,MLMIAKCI_00741,AOHABJFI_00990,LCPJMJGF_00710
iscS_2,iscS_2,Cysteine desulfurase IscS,4,4,1.0,28,83,,,,1167,1167,1167.0,HJHFJAOG_00316,MLMIAKCI_00704,AOHABJFI_01027,LCPJMJGF_00671
ezrA,ezrA,Septation ring formation regulator EzrA,4,4,1.0,28,82,,,,1713,1713,1713.0,HJHFJAOG_00317,MLMIAKCI_00705,AOHABJFI_01026,LCPJMJGF_00672
mtnN,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,4,4,1.0,28,81,,,,696,696,696.0,HJHFJAOG_00259,MLMIAKCI_00664,AOHABJFI_01067,LCPJMJGF_00735
group_339,,hypothetical protein,4,4,1.0,28,80,,,,699,699,699.0,HJHFJAOG_01200,MLMIAKCI_00983,AOHABJFI_00604,LCPJMJGF_02186
ung,ung,Uracil-DNA glycosylase,4,4,1.0,28,79,,,,699,699,699.0,HJHFJAOG_01173,MLMIAKCI_01487,AOHABJFI_00577,LCPJMJGF_01601
group_338,,hypothetical protein,4,4,1.0,28,78,,,,513,513,513.0,HJHFJAOG_00309,MLMIAKCI_00697,AOHABJFI_01034,LCPJMJGF_00772
group_337,,hypothetical protein,4,4,1.0,28,77,,,,516,516,516.0,HJHFJAOG_01171,MLMIAKCI_01489,AOHABJFI_00575,LCPJMJGF_01599
group_336,,hypothetical protein,4,4,1.0,28,76,,,,888,888,888.0,HJHFJAOG_01219,MLMIAKCI_00742,AOHABJFI_00989,LCPJMJGF_00711
ackA_3,ackA_3,Acetate kinase,4,4,1.0,28,75,,,,1185,1185,1185.0,HJHFJAOG_01217,MLMIAKCI_02171,AOHABJFI_00621,LCPJMJGF_00713
srrA,srrA,Transcriptional regulatory protein SrrA,4,4,1.0,28,74,,,,705,705,705.0,HJHFJAOG_01223,MLMIAKCI_00738,AOHABJFI_00993,LCPJMJGF_00707
bglH~~~bglA_1,bglH;bglA_1,Aryl-phospho-beta-D-glucosidase BglH;6-phospho-beta-glucosidase BglA,4,5,1.25,28,73,,,,588,1476,1186.8,HJHFJAOG_01192,MLMIAKCI_00991,AOHABJFI_00596,LCPJMJGF_02178;LCPJMJGF_01620
group_335,,hypothetical protein,4,4,1.0,28,72,,,,522,522,522.0,HJHFJAOG_01207,MLMIAKCI_02161,AOHABJFI_00611,LCPJMJGF_00723
ftsL,ftsL,Cell division protein FtsL,4,4,1.0,28,71,,,,363,363,363.0,HJHFJAOG_00275,MLMIAKCI_00680,AOHABJFI_01051,LCPJMJGF_00751
rodA,rodA,Peptidoglycan glycosyltransferase RodA,4,4,1.0,28,70,,,,1194,1194,1194.0,HJHFJAOG_00323,MLMIAKCI_00711,AOHABJFI_01020,LCPJMJGF_00680
murB,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,4,4,1.0,28,69,,,,897,897,897.0,HJHFJAOG_01177,MLMIAKCI_01483,AOHABJFI_00581,LCPJMJGF_01605
group_333,,hypothetical protein,4,4,1.0,28,67,,,,231,231,231.0,HJHFJAOG_00327,MLMIAKCI_00715,AOHABJFI_01016,LCPJMJGF_00684
group_332,,hypothetical protein,4,4,1.0,28,66,,,,369,369,369.0,HJHFJAOG_01195,MLMIAKCI_00988,AOHABJFI_00599,LCPJMJGF_02181
group_331,,hypothetical protein,4,4,1.0,28,65,,,,528,528,528.0,HJHFJAOG_01214,MLMIAKCI_02168,AOHABJFI_00618,LCPJMJGF_00716
atpF,atpF,ATP synthase subunit b,4,4,1.0,28,64,,,,507,510,507.75,HJHFJAOG_00333,MLMIAKCI_00721,AOHABJFI_01010,LCPJMJGF_00690
pgk,pgk,Phosphoglycerate kinase,4,4,1.0,28,62,,,,1212,1212,1212.0,HJHFJAOG_01168,MLMIAKCI_01492,AOHABJFI_00572,LCPJMJGF_01882
atpH_1,atpH_1,ATP synthase subunit delta,4,4,1.0,28,61,,,,549,549,549.0,HJHFJAOG_00332,MLMIAKCI_00720,AOHABJFI_01011,LCPJMJGF_00689
polC_2,polC_2,DNA polymerase III PolC-type,4,4,1.0,28,59,,,,534,534,534.0,HJHFJAOG_01176,MLMIAKCI_01484,AOHABJFI_00580,LCPJMJGF_01604
hsrA,hsrA,putative transport protein HsrA,4,4,1.0,28,58,,,,903,1374,1256.25,HJHFJAOG_01228,MLMIAKCI_00733,AOHABJFI_00998,LCPJMJGF_00702
group_328,,hypothetical protein,4,4,1.0,28,57,,,,717,717,717.0,HJHFJAOG_01194,MLMIAKCI_00989,AOHABJFI_00598,LCPJMJGF_02180
group_327,,hypothetical protein,4,4,1.0,28,56,,,,717,717,717.0,HJHFJAOG_01187,MLMIAKCI_00996,AOHABJFI_00591,LCPJMJGF_01615
thiI,thiI,putative tRNA sulfurtransferase,4,4,1.0,28,55,,,,1218,1218,1218.0,HJHFJAOG_00315,MLMIAKCI_00703,AOHABJFI_01028,LCPJMJGF_00670
yoaB,yoaB,Calcium-transporting ATPase 1,4,4,1.0,28,54,,,,2616,2616,2616.0,HJHFJAOG_00306,MLMIAKCI_00694,AOHABJFI_01037,LCPJMJGF_00769
cggR,cggR,Central glycolytic genes regulator,4,4,1.0,28,51,,,,1032,1056,1044.0,HJHFJAOG_01166,MLMIAKCI_01494,AOHABJFI_00570,LCPJMJGF_01880
group_324,,hypothetical protein,4,4,1.0,28,50,,,,540,540,540.0,HJHFJAOG_00280,MLMIAKCI_00685,AOHABJFI_01046,LCPJMJGF_00756
atpH_2,atpH_2,ATP synthase subunit c,4,4,1.0,28,49,,,,225,234,227.25,HJHFJAOG_00334,MLMIAKCI_00722,AOHABJFI_01009,LCPJMJGF_00691
group_323,,putative transcriptional regulatory protein,4,4,1.0,28,48,,,,729,729,729.0,HJHFJAOG_01208,MLMIAKCI_02162,AOHABJFI_00612,LCPJMJGF_00722
group_322,,hypothetical protein,4,4,1.0,28,47,,,,729,729,729.0,HJHFJAOG_01202,MLMIAKCI_00532,AOHABJFI_00606,LCPJMJGF_00530
atpA,atpA,ATP synthase subunit alpha,4,4,1.0,28,46,,,,1512,1512,1512.0,HJHFJAOG_00331,MLMIAKCI_00719,AOHABJFI_01012,LCPJMJGF_00688
bglF,bglF,PTS system beta-glucoside-specific EIIBCA component,4,4,1.0,28,45,,,,2022,2022,2022.0,HJHFJAOG_01191,MLMIAKCI_00992,AOHABJFI_00595,LCPJMJGF_01619
group_321,,hypothetical protein,4,4,1.0,28,44,,,,336,561,392.25,HJHFJAOG_01983,MLMIAKCI_00293,AOHABJFI_00563,LCPJMJGF_01873
group_319,,hypothetical protein,4,4,1.0,28,42,,,,390,390,390.0,HJHFJAOG_01222,MLMIAKCI_00739,AOHABJFI_00992,LCPJMJGF_00708
group_318,,hypothetical protein,4,4,1.0,28,41,,,,1257,1257,1257.0,HJHFJAOG_00314,MLMIAKCI_00702,AOHABJFI_01029,LCPJMJGF_00777
pbpB,pbpB,Penicillin-binding protein 2B,4,4,1.0,28,40,,,,2160,2160,2160.0,HJHFJAOG_00274,MLMIAKCI_00679,AOHABJFI_01052,LCPJMJGF_00750
csbB,csbB,Putative glycosyltransferase CsbB,4,4,1.0,28,39,,,,930,930,930.0,HJHFJAOG_00310,MLMIAKCI_00698,AOHABJFI_01033,LCPJMJGF_00773
insK,insK,Putative transposase InsK for insertion sequence element IS150,4,4,1.0,28,38,,,,933,933,933.0,HJHFJAOG_01203,1_refound_11,AOHABJFI_00607,3_refound_38
ltaS1_1,ltaS1_1,Lipoteichoic acid synthase 1,4,4,1.0,28,37,,,,2181,2181,2181.0,HJHFJAOG_01225,MLMIAKCI_00736,AOHABJFI_00995,LCPJMJGF_00705
group_317,,hypothetical protein,4,4,1.0,28,36,,,,102,102,102.0,HJHFJAOG_01204,MLMIAKCI_02158,AOHABJFI_00608,LCPJMJGF_00726
group_316,,hypothetical protein,4,4,1.0,28,35,,,,207,219,210.0,HJHFJAOG_00307,MLMIAKCI_00695,AOHABJFI_01036,LCPJMJGF_00770
group_315,,Putative universal stress protein,4,4,1.0,28,34,,,,465,465,465.0,HJHFJAOG_00322,MLMIAKCI_00710,AOHABJFI_01021,LCPJMJGF_00677
group_314,,hypothetical protein,4,4,1.0,28,33,,,,1284,1284,1284.0,HJHFJAOG_01196,MLMIAKCI_00987,AOHABJFI_00600,LCPJMJGF_02182
fpgS,fpgS,Folylpolyglutamate synthase,4,4,1.0,28,32,,,,1284,1284,1284.0,HJHFJAOG_00285,MLMIAKCI_00690,AOHABJFI_01041,LCPJMJGF_00761
menH_1,menH_1,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,4,4,1.0,28,31,,,,948,948,948.0,HJHFJAOG_01193,MLMIAKCI_00990,AOHABJFI_00597,LCPJMJGF_02179
rsmH,rsmH,Ribosomal RNA small subunit methyltransferase H,4,4,1.0,28,30,,,,948,948,948.0,HJHFJAOG_00276,MLMIAKCI_00681,AOHABJFI_01050,LCPJMJGF_00752
recD2,recD2,ATP-dependent RecD2 DNA helicase,4,4,1.0,28,29,,,,2370,2370,2370.0,HJHFJAOG_00253,MLMIAKCI_00658,AOHABJFI_01073,LCPJMJGF_00729
tpiA,tpiA,Triosephosphate isomerase,4,4,1.0,28,28,,,,759,759,759.0,HJHFJAOG_01169,MLMIAKCI_01491,AOHABJFI_00573,LCPJMJGF_01883
nudF,nudF,ADP-ribose pyrophosphatase,4,4,1.0,28,27,,,,570,570,570.0,HJHFJAOG_00261,MLMIAKCI_00666,AOHABJFI_01065,LCPJMJGF_00737
cdaR,cdaR,CdaA regulatory protein CdaR,4,4,1.0,28,26,,,,960,960,960.0,HJHFJAOG_01183,MLMIAKCI_01000,AOHABJFI_00587,LCPJMJGF_01611
rarA_1,rarA_1,Replication-associated recombination protein A,4,4,1.0,28,25,,,,1308,1308,1308.0,HJHFJAOG_00320,MLMIAKCI_00708,AOHABJFI_01023,LCPJMJGF_00675
group_313,,hypothetical protein,4,4,1.0,28,24,,,,126,126,126.0,HJHFJAOG_00279,MLMIAKCI_00684,AOHABJFI_01047,LCPJMJGF_00755
gmuF_1,gmuF_1,putative mannose-6-phosphate isomerase GmuF,4,4,1.0,28,23,,,,963,963,963.0,HJHFJAOG_01221,MLMIAKCI_00740,AOHABJFI_00991,LCPJMJGF_00709
group_312,,hypothetical protein,4,4,1.0,28,22,,,,270,270,270.0,HJHFJAOG_01213,MLMIAKCI_02167,AOHABJFI_00617,LCPJMJGF_00717
valS,valS,Valine--tRNA ligase,4,4,1.0,28,21,,,,2640,2640,2640.0,HJHFJAOG_00286,MLMIAKCI_00691,AOHABJFI_01040,LCPJMJGF_00762
group_311,,hypothetical protein,4,4,1.0,28,20,,,,588,588,588.0,HJHFJAOG_01197,MLMIAKCI_00986,AOHABJFI_00601,LCPJMJGF_02183
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,4,4,1.0,28,19,,,,969,969,969.0,HJHFJAOG_00273,MLMIAKCI_00678,AOHABJFI_01053,LCPJMJGF_00749
comGA,comGA,Competence protein ComGA,4,4,1.0,28,18,,,,975,975,975.0,HJHFJAOG_01209,MLMIAKCI_02163,AOHABJFI_00613,LCPJMJGF_00721
atpB,atpB,ATP synthase subunit a,4,4,1.0,28,17,,,,714,714,714.0,HJHFJAOG_00335,MLMIAKCI_00723,AOHABJFI_01008,LCPJMJGF_00692
pgi,pgi,Glucose-6-phosphate isomerase,4,4,1.0,28,16,,,,1338,1338,1338.0,HJHFJAOG_01227,MLMIAKCI_00734,AOHABJFI_00997,LCPJMJGF_00703
group_310,,hypothetical protein,4,4,1.0,28,15,,,,276,276,276.0,HJHFJAOG_00308,MLMIAKCI_00696,AOHABJFI_01035,LCPJMJGF_00771
group_309,,hypothetical protein,4,4,1.0,28,14,,,,420,420,420.0,HJHFJAOG_00311,MLMIAKCI_00699,AOHABJFI_01032,LCPJMJGF_00774
pta,pta,Phosphate acetyltransferase,4,4,1.0,28,13,,,,990,990,990.0,HJHFJAOG_01174,MLMIAKCI_01486,AOHABJFI_00578,LCPJMJGF_01602
ftsZ,ftsZ,Cell division protein FtsZ,4,4,1.0,28,12,,,,1344,1344,1344.0,HJHFJAOG_00268,MLMIAKCI_00673,AOHABJFI_01058,LCPJMJGF_00744
potC,;potC,hypothetical protein;Spermidine/putrescine transport system permease protein PotC,4,5,1.25,28,11,,,,162,816,648.6,HJHFJAOG_01180,MLMIAKCI_01480;MLMIAKCI_01003,AOHABJFI_00584,LCPJMJGF_01608
mbl,mbl,Cell shape-determining protein Mbl,4,4,1.0,28,10,,,,990,990,990.0,HJHFJAOG_00326,MLMIAKCI_00714,AOHABJFI_01017,LCPJMJGF_00683
ileS,ileS,isoleucine--tRNA ligase IleS,4,4,1.0,28,8,,,,2787,2802,2798.25,HJHFJAOG_00263,MLMIAKCI_00668,AOHABJFI_01063,LCPJMJGF_00739
glmM,glmM,Phosphoglucosamine mutase,4,4,1.0,28,7,,,,1353,1353,1353.0,HJHFJAOG_01184,MLMIAKCI_00999,AOHABJFI_00588,LCPJMJGF_01612
tdk,tdk,Thymidine kinase,4,4,1.0,28,6,,,,600,600,600.0,HJHFJAOG_00340,MLMIAKCI_00728,AOHABJFI_01003,LCPJMJGF_00697
group_308,,hypothetical protein,4,4,1.0,28,5,,,,426,426,426.0,HJHFJAOG_01212,MLMIAKCI_02166,AOHABJFI_00616,LCPJMJGF_00718
murT,murT,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,4,4,1.0,28,4,,,,1353,1353,1353.0,HJHFJAOG_00341,MLMIAKCI_00729,AOHABJFI_01002,LCPJMJGF_00698
group_307,,hypothetical protein,4,4,1.0,28,3,,,,603,603,603.0,HJHFJAOG_01226,MLMIAKCI_00735,AOHABJFI_00996,LCPJMJGF_00704
group_306,,hypothetical protein,4,4,1.0,28,2,,,,1002,1002,1002.0,HJHFJAOG_01216,MLMIAKCI_02170,AOHABJFI_00620,LCPJMJGF_00714
group_305,,hypothetical protein,4,4,1.0,28,1,,,,1002,1002,1002.0,HJHFJAOG_01210,MLMIAKCI_02164,AOHABJFI_00614,LCPJMJGF_00720
group_300,,IS110 family transposase ISSpn10,4,4,1.0,24,1,,,,1239,1239,1239.0,HJHFJAOG_00246,MLMIAKCI_00475,AOHABJFI_00309,LCPJMJGF_00427
group_299,,hypothetical protein,4,4,1.0,23,39,,,,132,252,222.0,HJHFJAOG_01922,MLMIAKCI_00973,AOHABJFI_00126,LCPJMJGF_02058
group_298,,D-lactate dehydrogenase,4,4,1.0,23,38,,,,1014,1014,1014.0,HJHFJAOG_01921,MLMIAKCI_00972,AOHABJFI_00127,LCPJMJGF_02059
ybaT,ybaT;,Inner membrane transport protein YbaT;hypothetical protein,4,5,1.25,23,36,,,,144,1140,914.4,HJHFJAOG_01899,MLMIAKCI_00601,AOHABJFI_00148,LCPJMJGF_02142;LCPJMJGF_02141
group_295,,hypothetical protein,4,4,1.0,23,34,,,,897,897,897.0,HJHFJAOG_01913,MLMIAKCI_00588,AOHABJFI_00135,LCPJMJGF_01797
ybjI_5,ybjI_5,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,4,4,1.0,23,33,,,,819,819,819.0,HJHFJAOG_01919,MLMIAKCI_00581,AOHABJFI_00129,LCPJMJGF_01791
group_291,,hypothetical protein,4,4,1.0,23,29,,,,1035,1035,1035.0,HJHFJAOG_01908,MLMIAKCI_00593,AOHABJFI_00140,LCPJMJGF_01802
group_290,,hypothetical protein,4,4,1.0,23,28,,,,573,573,573.0,HJHFJAOG_01909,MLMIAKCI_00592,AOHABJFI_00139,LCPJMJGF_01801
opuBA,opuBA,Choline transport ATP-binding protein OpuBA,4,4,1.0,23,27,,,,762,762,762.0,HJHFJAOG_01912,MLMIAKCI_00589,AOHABJFI_00136,LCPJMJGF_01798
exoA,exoA,Exodeoxyribonuclease,4,4,1.0,23,25,,,,828,828,828.0,HJHFJAOG_01924,MLMIAKCI_00975,AOHABJFI_00123,LCPJMJGF_02057
tetM,tetM,Tetracycline resistance protein TetM from transposon TnFO1,4,4,1.0,23,24,,,,1926,1926,1926.0,HJHFJAOG_01918,MLMIAKCI_00582,AOHABJFI_00130,LCPJMJGF_01792
group_286,,hypothetical protein,4,4,1.0,23,21,,,,1218,1218,1218.0,HJHFJAOG_01928,MLMIAKCI_00979,AOHABJFI_00119,LCPJMJGF_02053
group_283,,hypothetical protein,4,4,1.0,23,18,,,,774,774,774.0,HJHFJAOG_01901,MLMIAKCI_00599,AOHABJFI_00146,LCPJMJGF_02139
def,def,Peptide deformylase,4,4,1.0,23,17,,,,414,414,414.0,HJHFJAOG_01929,MLMIAKCI_00980,AOHABJFI_00118,LCPJMJGF_02052
uvrB_2,uvrB_2,UvrABC system protein B,4,4,1.0,23,16,,,,2829,2829,2829.0,HJHFJAOG_01926,MLMIAKCI_00977,AOHABJFI_00121,LCPJMJGF_02055
oppA_3~~~oppA_2~~~oppA_4,oppA_3;oppA_2;oppA_4,Oligopeptide-binding protein OppA,4,7,1.75,23,15,,,,609,1761,1026.857142857143,HJHFJAOG_01906;HJHFJAOG_01907,MLMIAKCI_00594;MLMIAKCI_00595,AOHABJFI_00141;AOHABJFI_00142,LCPJMJGF_01803
gadC,gadC,Glutamate/gamma-aminobutyrate antiporter,4,4,1.0,23,13,,,,1443,1443,1443.0,HJHFJAOG_01925,MLMIAKCI_00976,AOHABJFI_00122,LCPJMJGF_02056
group_281,,hypothetical protein,4,4,1.0,23,12,,,,183,183,183.0,HJHFJAOG_01910,MLMIAKCI_00591,AOHABJFI_00138,LCPJMJGF_01800
group_280,,hypothetical protein,4,4,1.0,23,11,,,,1335,1335,1335.0,HJHFJAOG_01911,MLMIAKCI_00590,AOHABJFI_00137,LCPJMJGF_01799
group_279,,hypothetical protein,4,4,1.0,23,10,,,,1068,1068,1068.0,HJHFJAOG_01900,MLMIAKCI_00600,AOHABJFI_00147,LCPJMJGF_02140
group_278,,hypothetical protein,4,4,1.0,23,9,,,,1164,1164,1164.0,HJHFJAOG_01927,MLMIAKCI_00978,AOHABJFI_00120,LCPJMJGF_02054
group_277,,hypothetical protein,4,5,1.25,23,8,,,,297,870,670.8,HJHFJAOG_01916,MLMIAKCI_00584;MLMIAKCI_00585,AOHABJFI_00132,LCPJMJGF_01794
group_276,,hypothetical protein,4,4,1.0,23,7,,,,525,525,525.0,HJHFJAOG_01898,MLMIAKCI_00602,AOHABJFI_00149,LCPJMJGF_02143
entS,entS,Enterobactin exporter EntS,4,4,1.0,23,6,,,,1170,1170,1170.0,HJHFJAOG_01920,MLMIAKCI_00580,AOHABJFI_00128,LCPJMJGF_02060
group_275,,hypothetical protein,4,4,1.0,23,5,,,,201,282,221.25,HJHFJAOG_01897,MLMIAKCI_00603,AOHABJFI_00150,LCPJMJGF_02144
yvgN,yvgN,Glyoxal reductase,4,4,1.0,23,3,,,,858,858,858.0,HJHFJAOG_01917,MLMIAKCI_00583,AOHABJFI_00131,LCPJMJGF_01793
yfnB,yfnB,Putative HAD-hydrolase YfnB,4,4,1.0,23,2,,,,708,708,708.0,HJHFJAOG_01915,MLMIAKCI_00586,AOHABJFI_00133,LCPJMJGF_01795
group_273,,hypothetical protein,4,4,1.0,23,1,,,,993,993,993.0,HJHFJAOG_01914,MLMIAKCI_00587,AOHABJFI_00134,LCPJMJGF_01796
ytpP,ytpP,Thioredoxin-like protein YtpP,4,4,1.0,20,36,,,,321,321,321.0,HJHFJAOG_00218,MLMIAKCI_00335,AOHABJFI_00872,LCPJMJGF_01228
group_270,,hypothetical protein,4,4,1.0,20,35,,,,90,486,387.0,HJHFJAOG_00207,MLMIAKCI_00324,AOHABJFI_00883,LCPJMJGF_01217
group_269,,hypothetical protein,4,4,1.0,20,34,,,,462,462,462.0,HJHFJAOG_00210,MLMIAKCI_00327,AOHABJFI_00880,LCPJMJGF_01220
hit,hit,Protein hit,4,4,1.0,20,33,,,,432,432,432.0,HJHFJAOG_00213,MLMIAKCI_00330,AOHABJFI_00877,LCPJMJGF_01223
nrdR,nrdR,Transcriptional repressor NrdR,4,4,1.0,20,32,,,,468,468,468.0,HJHFJAOG_00231,MLMIAKCI_00348,AOHABJFI_01717,LCPJMJGF_01240
group_268,,hypothetical protein,4,4,1.0,20,31,,,,1515,1515,1515.0,HJHFJAOG_00223,MLMIAKCI_00340,AOHABJFI_00866,LCPJMJGF_01233
trmB,trmB,tRNA (guanine-N(7)-)-methyltransferase,4,4,1.0,20,30,,,,657,657,657.0,HJHFJAOG_00216,MLMIAKCI_00333,AOHABJFI_00874,LCPJMJGF_01226
prsA,prsA,Foldase protein PrsA,4,4,1.0,20,28,,,,897,897,897.0,HJHFJAOG_00211,MLMIAKCI_00328,AOHABJFI_00879,LCPJMJGF_01221
ppsA,ppsA,Phosphoenolpyruvate synthase,4,4,1.0,20,27,,,,2373,2373,2373.0,HJHFJAOG_00200,MLMIAKCI_00369,AOHABJFI_00890,LCPJMJGF_00253
mepA_2~~~mepA_1,mepA_2;mepA_1,Multidrug export protein MepA,4,4,1.0,20,26,,,,1251,1335,1272.0,HJHFJAOG_00221,MLMIAKCI_00338,AOHABJFI_00868,LCPJMJGF_01231
pheT_1,pheT_1,Phenylalanine--tRNA ligase beta subunit,4,4,1.0,20,25,,,,648,702,675.0,HJHFJAOG_00219,MLMIAKCI_00336,AOHABJFI_00871,LCPJMJGF_01229
group_266,,hypothetical protein,4,4,1.0,20,24,,,,309,315,310.5,HJHFJAOG_00225,MLMIAKCI_00342,AOHABJFI_01723,LCPJMJGF_01235
rluD_1,rluD_1,Ribosomal large subunit pseudouridine synthase D,4,4,1.0,20,23,,,,858,858,858.0,HJHFJAOG_00201,MLMIAKCI_00318,AOHABJFI_00889,LCPJMJGF_01211
group_265,,hypothetical protein,4,4,1.0,20,22,,,,2496,2496,2496.0,HJHFJAOG_00205,MLMIAKCI_00322,AOHABJFI_00885,LCPJMJGF_01215
