rpsD,rpsD,Small ribosomal subunit protein uS4,HJHFJAOG_00318,MLMIAKCI_00706,AOHABJFI_01025,LCPJMJGF_00673
gapA1,gapA1,Glyceraldehyde-3-phosphate dehydrogenase 1,HJHFJAOG_01167,MLMIAKCI_01493,AOHABJFI_00571,LCPJMJGF_01881
group_360,,hypothetical protein,HJHFJAOG_00324,MLMIAKCI_00712,AOHABJFI_01019,LCPJMJGF_00681
murD,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,HJHFJAOG_00272,MLMIAKCI_00677,AOHABJFI_01054,LCPJMJGF_00748
group_359,,hypothetical protein,HJHFJAOG_01215,MLMIAKCI_02169,AOHABJFI_00619,LCPJMJGF_00715
rluB_1,rluB_1,Ribosomal large subunit pseudouridine synthase B,HJHFJAOG_00313,MLMIAKCI_00701,AOHABJFI_01030,LCPJMJGF_00776
group_357,,hypothetical protein,HJHFJAOG_01981,MLMIAKCI_00290,AOHABJFI_00565,LCPJMJGF_01875
sepF,sepF,Cell division protein SepF,HJHFJAOG_00267,MLMIAKCI_00672,AOHABJFI_01059,LCPJMJGF_00743
potB,potB,Spermidine/putrescine transport system permease protein PotB,HJHFJAOG_01179,MLMIAKCI_01481,AOHABJFI_00583,LCPJMJGF_01607
group_355,,hypothetical protein,HJHFJAOG_01980,MLMIAKCI_00289,AOHABJFI_00566,LCPJMJGF_01876
copY,copY,Transcriptional repressor CopY,HJHFJAOG_01186,MLMIAKCI_00997,AOHABJFI_00590,LCPJMJGF_01614
atpG,atpG,ATP synthase gamma chain,HJHFJAOG_00330,MLMIAKCI_00718,AOHABJFI_01013,LCPJMJGF_00687
atpC,atpC,ATP synthase epsilon chain,HJHFJAOG_00328,MLMIAKCI_00716,AOHABJFI_01015,LCPJMJGF_00685
yidA_2,yidA_2,Sugar phosphatase YidA,HJHFJAOG_01185,MLMIAKCI_00998,AOHABJFI_00589,LCPJMJGF_01613
upp,upp,Uracil phosphoribosyltransferase,HJHFJAOG_00336,MLMIAKCI_00724,AOHABJFI_01007,LCPJMJGF_00693
group_354,,hypothetical protein,HJHFJAOG_00266,MLMIAKCI_00671,AOHABJFI_01060,LCPJMJGF_00742
group_353,,hypothetical protein,HJHFJAOG_00283,MLMIAKCI_00688,AOHABJFI_01043,LCPJMJGF_00759
group_352,,IS30 family transposase ISLjo1,HJHFJAOG_01170,MLMIAKCI_01490,AOHABJFI_00574,3_refound_37_pseudo
ycaM_3,ycaM_3,Inner membrane transporter YcaM,HJHFJAOG_01979,MLMIAKCI_01497,AOHABJFI_00567,LCPJMJGF_01877
atpD,atpD,ATP synthase subunit beta,HJHFJAOG_00329,MLMIAKCI_00717,AOHABJFI_01014,LCPJMJGF_00686
gpsB_1,gpsB_1,Cell cycle adapter protein GpsB,HJHFJAOG_00264,MLMIAKCI_00669,AOHABJFI_01062,LCPJMJGF_00740
sasA_3,sasA_3,Adaptive-response sensory-kinase SasA,HJHFJAOG_01224,MLMIAKCI_00737,AOHABJFI_00994,LCPJMJGF_00706
potD,potD,Spermidine/putrescine-binding periplasmic protein,HJHFJAOG_01181,MLMIAKCI_01002,AOHABJFI_00585,LCPJMJGF_01609
rpsZ_2,rpsZ_2,Small ribosomal subunit protein uS14,HJHFJAOG_01205,MLMIAKCI_02159,AOHABJFI_00609,LCPJMJGF_00725
yfkJ,yfkJ,Low molecular weight protein-tyrosine-phosphatase YfkJ,HJHFJAOG_01188,MLMIAKCI_00995,AOHABJFI_00592,LCPJMJGF_01616
licT,licT,Transcription antiterminator LicT,HJHFJAOG_01190,MLMIAKCI_00993,AOHABJFI_00594,LCPJMJGF_01618
group_349,,hypothetical protein,HJHFJAOG_00260,MLMIAKCI_00665,AOHABJFI_01066,LCPJMJGF_00736
prfA,prfA,Peptide chain release factor 1,HJHFJAOG_00339,MLMIAKCI_00727,AOHABJFI_01004,LCPJMJGF_00696
mdtP_3~~~mdtP_2,mdtP_3;;mdtP_2,Multidrug transporter protein MdtP;hypothetical protein,HJHFJAOG_01982,MLMIAKCI_00292;MLMIAKCI_00291,AOHABJFI_00564,LCPJMJGF_01874
potA,potA,Spermidine/putrescine import ATP-binding protein PotA,HJHFJAOG_01178,MLMIAKCI_01482,AOHABJFI_00582,LCPJMJGF_01606
group_348,,hypothetical protein,HJHFJAOG_00254,MLMIAKCI_00659,AOHABJFI_01072,LCPJMJGF_00730
dacA_1,dacA_1,Diadenylate cyclase,HJHFJAOG_01182,MLMIAKCI_01001,AOHABJFI_00586,LCPJMJGF_01610
group_347,,hypothetical protein,HJHFJAOG_00319,MLMIAKCI_00707,AOHABJFI_01024,LCPJMJGF_00674
group_346,,hypothetical protein,HJHFJAOG_01198,MLMIAKCI_00985,AOHABJFI_00602,LCPJMJGF_02184
prmC,prmC,Release factor glutamine methyltransferase,HJHFJAOG_00338,MLMIAKCI_00726,AOHABJFI_01005,LCPJMJGF_00695
murG,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,HJHFJAOG_00271,MLMIAKCI_00676,AOHABJFI_01055,LCPJMJGF_00747
group_345,,hypothetical protein,HJHFJAOG_01199,MLMIAKCI_00984,AOHABJFI_00603,LCPJMJGF_02185
group_344,,hypothetical protein,HJHFJAOG_00278,MLMIAKCI_00683,AOHABJFI_01048,LCPJMJGF_00754
ytlR,ytlR,Putative lipid kinase YtlR,HJHFJAOG_00251,MLMIAKCI_00656,AOHABJFI_01075,LCPJMJGF_00727
group_343,,hypothetical protein,HJHFJAOG_01164,MLMIAKCI_01496,AOHABJFI_00568,LCPJMJGF_01878
gpmB,gpmB,phosphoglycerate mutase GpmB,HJHFJAOG_00255,MLMIAKCI_00660,AOHABJFI_01071,LCPJMJGF_00731
tsaE,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,HJHFJAOG_01175,MLMIAKCI_01485,AOHABJFI_00579,LCPJMJGF_01603
mreC,mreC,Cell shape-determining protein MreC,HJHFJAOG_00281,MLMIAKCI_00686,AOHABJFI_01045,LCPJMJGF_00757
cspA,cspA,Cold shock-like protein CspA,HJHFJAOG_00262,MLMIAKCI_00667,AOHABJFI_01064,LCPJMJGF_00738
divIB,divIB,Cell division protein DivIB,HJHFJAOG_00270,MLMIAKCI_00675,AOHABJFI_01056,LCPJMJGF_00746
mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA,HJHFJAOG_00256,MLMIAKCI_00661,AOHABJFI_01070,LCPJMJGF_00732
comGC,comGC,Competence protein ComGC,HJHFJAOG_01211,MLMIAKCI_02165,AOHABJFI_00615,LCPJMJGF_00719
yhfK,;yhfK,hypothetical protein;putative sugar epimerase YhfK,HJHFJAOG_01206,MLMIAKCI_02160,AOHABJFI_00610,LCPJMJGF_00724
group_342,,hypothetical protein,HJHFJAOG_00257,MLMIAKCI_00662,AOHABJFI_01069,LCPJMJGF_00733
group_341,,Phosphorylated carbohydrates phosphatase,HJHFJAOG_00284,MLMIAKCI_00689,AOHABJFI_01042,LCPJMJGF_00760
garK,garK,Glycerate 2-kinase,HJHFJAOG_01189,MLMIAKCI_00994,AOHABJFI_00593,LCPJMJGF_01617
group_340,,hypothetical protein,HJHFJAOG_00252,MLMIAKCI_00657,AOHABJFI_01074,LCPJMJGF_00728
iscS_1,iscS_1,Cysteine desulfurase IscS,HJHFJAOG_00258,MLMIAKCI_00663,AOHABJFI_01068,LCPJMJGF_00734
ywpJ,ywpJ,Phosphatase YwpJ,HJHFJAOG_01172,MLMIAKCI_01488,AOHABJFI_00576,LCPJMJGF_01600
patB,patB,Cystathionine beta-lyase PatB,HJHFJAOG_01220,MLMIAKCI_00741,AOHABJFI_00990,LCPJMJGF_00710
iscS_2,iscS_2,Cysteine desulfurase IscS,HJHFJAOG_00316,MLMIAKCI_00704,AOHABJFI_01027,LCPJMJGF_00671
ezrA,ezrA,Septation ring formation regulator EzrA,HJHFJAOG_00317,MLMIAKCI_00705,AOHABJFI_01026,LCPJMJGF_00672
mtnN,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,HJHFJAOG_00259,MLMIAKCI_00664,AOHABJFI_01067,LCPJMJGF_00735
group_339,,hypothetical protein,HJHFJAOG_01200,MLMIAKCI_00983,AOHABJFI_00604,LCPJMJGF_02186
ung,ung,Uracil-DNA glycosylase,HJHFJAOG_01173,MLMIAKCI_01487,AOHABJFI_00577,LCPJMJGF_01601
group_338,,hypothetical protein,HJHFJAOG_00309,MLMIAKCI_00697,AOHABJFI_01034,LCPJMJGF_00772
group_337,,hypothetical protein,HJHFJAOG_01171,MLMIAKCI_01489,AOHABJFI_00575,LCPJMJGF_01599
group_336,,hypothetical protein,HJHFJAOG_01219,MLMIAKCI_00742,AOHABJFI_00989,LCPJMJGF_00711
ackA_3,ackA_3,Acetate kinase,HJHFJAOG_01217,MLMIAKCI_02171,AOHABJFI_00621,LCPJMJGF_00713
srrA,srrA,Transcriptional regulatory protein SrrA,HJHFJAOG_01223,MLMIAKCI_00738,AOHABJFI_00993,LCPJMJGF_00707
bglH~~~bglA_1,bglH;bglA_1,Aryl-phospho-beta-D-glucosidase BglH;6-phospho-beta-glucosidase BglA,HJHFJAOG_01192,MLMIAKCI_00991,AOHABJFI_00596,LCPJMJGF_02178;LCPJMJGF_01620
group_335,,hypothetical protein,HJHFJAOG_01207,MLMIAKCI_02161,AOHABJFI_00611,LCPJMJGF_00723
ftsL,ftsL,Cell division protein FtsL,HJHFJAOG_00275,MLMIAKCI_00680,AOHABJFI_01051,LCPJMJGF_00751
rodA,rodA,Peptidoglycan glycosyltransferase RodA,HJHFJAOG_00323,MLMIAKCI_00711,AOHABJFI_01020,LCPJMJGF_00680
murB,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,HJHFJAOG_01177,MLMIAKCI_01483,AOHABJFI_00581,LCPJMJGF_01605
group_333,,hypothetical protein,HJHFJAOG_00327,MLMIAKCI_00715,AOHABJFI_01016,LCPJMJGF_00684
group_332,,hypothetical protein,HJHFJAOG_01195,MLMIAKCI_00988,AOHABJFI_00599,LCPJMJGF_02181
group_331,,hypothetical protein,HJHFJAOG_01214,MLMIAKCI_02168,AOHABJFI_00618,LCPJMJGF_00716
atpF,atpF,ATP synthase subunit b,HJHFJAOG_00333,MLMIAKCI_00721,AOHABJFI_01010,LCPJMJGF_00690
pgk,pgk,Phosphoglycerate kinase,HJHFJAOG_01168,MLMIAKCI_01492,AOHABJFI_00572,LCPJMJGF_01882
atpH_1,atpH_1,ATP synthase subunit delta,HJHFJAOG_00332,MLMIAKCI_00720,AOHABJFI_01011,LCPJMJGF_00689
polC_2,polC_2,DNA polymerase III PolC-type,HJHFJAOG_01176,MLMIAKCI_01484,AOHABJFI_00580,LCPJMJGF_01604
hsrA,hsrA,putative transport protein HsrA,HJHFJAOG_01228,MLMIAKCI_00733,AOHABJFI_00998,LCPJMJGF_00702
group_328,,hypothetical protein,HJHFJAOG_01194,MLMIAKCI_00989,AOHABJFI_00598,LCPJMJGF_02180
group_327,,hypothetical protein,HJHFJAOG_01187,MLMIAKCI_00996,AOHABJFI_00591,LCPJMJGF_01615
thiI,thiI,putative tRNA sulfurtransferase,HJHFJAOG_00315,MLMIAKCI_00703,AOHABJFI_01028,LCPJMJGF_00670
yoaB,yoaB,Calcium-transporting ATPase 1,HJHFJAOG_00306,MLMIAKCI_00694,AOHABJFI_01037,LCPJMJGF_00769
cggR,cggR,Central glycolytic genes regulator,HJHFJAOG_01166,MLMIAKCI_01494,AOHABJFI_00570,LCPJMJGF_01880
group_324,,hypothetical protein,HJHFJAOG_00280,MLMIAKCI_00685,AOHABJFI_01046,LCPJMJGF_00756
atpH_2,atpH_2,ATP synthase subunit c,HJHFJAOG_00334,MLMIAKCI_00722,AOHABJFI_01009,LCPJMJGF_00691
group_323,,putative transcriptional regulatory protein,HJHFJAOG_01208,MLMIAKCI_02162,AOHABJFI_00612,LCPJMJGF_00722
group_322,,hypothetical protein,HJHFJAOG_01202,MLMIAKCI_00532,AOHABJFI_00606,LCPJMJGF_00530
atpA,atpA,ATP synthase subunit alpha,HJHFJAOG_00331,MLMIAKCI_00719,AOHABJFI_01012,LCPJMJGF_00688
bglF,bglF,PTS system beta-glucoside-specific EIIBCA component,HJHFJAOG_01191,MLMIAKCI_00992,AOHABJFI_00595,LCPJMJGF_01619
group_321,,hypothetical protein,HJHFJAOG_01983,MLMIAKCI_00293,AOHABJFI_00563,LCPJMJGF_01873
group_319,,hypothetical protein,HJHFJAOG_01222,MLMIAKCI_00739,AOHABJFI_00992,LCPJMJGF_00708
group_318,,hypothetical protein,HJHFJAOG_00314,MLMIAKCI_00702,AOHABJFI_01029,LCPJMJGF_00777
pbpB,pbpB,Penicillin-binding protein 2B,HJHFJAOG_00274,MLMIAKCI_00679,AOHABJFI_01052,LCPJMJGF_00750
csbB,csbB,Putative glycosyltransferase CsbB,HJHFJAOG_00310,MLMIAKCI_00698,AOHABJFI_01033,LCPJMJGF_00773
insK,insK,Putative transposase InsK for insertion sequence element IS150,HJHFJAOG_01203,1_refound_11,AOHABJFI_00607,3_refound_38_pseudo
ltaS1_1,ltaS1_1,Lipoteichoic acid synthase 1,HJHFJAOG_01225,MLMIAKCI_00736,AOHABJFI_00995,LCPJMJGF_00705
group_317,,hypothetical protein,HJHFJAOG_01204,MLMIAKCI_02158,AOHABJFI_00608,LCPJMJGF_00726
group_316,,hypothetical protein,HJHFJAOG_00307,MLMIAKCI_00695,AOHABJFI_01036,LCPJMJGF_00770
group_315,,Putative universal stress protein,HJHFJAOG_00322,MLMIAKCI_00710,AOHABJFI_01021,LCPJMJGF_00677
group_314,,hypothetical protein,HJHFJAOG_01196,MLMIAKCI_00987,AOHABJFI_00600,LCPJMJGF_02182
fpgS,fpgS,Folylpolyglutamate synthase,HJHFJAOG_00285,MLMIAKCI_00690,AOHABJFI_01041,LCPJMJGF_00761
menH_1,menH_1,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,HJHFJAOG_01193,MLMIAKCI_00990,AOHABJFI_00597,LCPJMJGF_02179
rsmH,rsmH,Ribosomal RNA small subunit methyltransferase H,HJHFJAOG_00276,MLMIAKCI_00681,AOHABJFI_01050,LCPJMJGF_00752
recD2,recD2,ATP-dependent RecD2 DNA helicase,HJHFJAOG_00253,MLMIAKCI_00658,AOHABJFI_01073,LCPJMJGF_00729
tpiA,tpiA,Triosephosphate isomerase,HJHFJAOG_01169,MLMIAKCI_01491,AOHABJFI_00573,LCPJMJGF_01883
nudF,nudF,ADP-ribose pyrophosphatase,HJHFJAOG_00261,MLMIAKCI_00666,AOHABJFI_01065,LCPJMJGF_00737
cdaR,cdaR,CdaA regulatory protein CdaR,HJHFJAOG_01183,MLMIAKCI_01000,AOHABJFI_00587,LCPJMJGF_01611
rarA_1,rarA_1,Replication-associated recombination protein A,HJHFJAOG_00320,MLMIAKCI_00708,AOHABJFI_01023,LCPJMJGF_00675
group_313,,hypothetical protein,HJHFJAOG_00279,MLMIAKCI_00684,AOHABJFI_01047,LCPJMJGF_00755
gmuF_1,gmuF_1,putative mannose-6-phosphate isomerase GmuF,HJHFJAOG_01221,MLMIAKCI_00740,AOHABJFI_00991,LCPJMJGF_00709
group_312,,hypothetical protein,HJHFJAOG_01213,MLMIAKCI_02167,AOHABJFI_00617,LCPJMJGF_00717
valS,valS,Valine--tRNA ligase,HJHFJAOG_00286,MLMIAKCI_00691,AOHABJFI_01040,LCPJMJGF_00762
group_311,,hypothetical protein,HJHFJAOG_01197,MLMIAKCI_00986,AOHABJFI_00601,LCPJMJGF_02183
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,HJHFJAOG_00273,MLMIAKCI_00678,AOHABJFI_01053,LCPJMJGF_00749
comGA,comGA,Competence protein ComGA,HJHFJAOG_01209,MLMIAKCI_02163,AOHABJFI_00613,LCPJMJGF_00721
atpB,atpB,ATP synthase subunit a,HJHFJAOG_00335,MLMIAKCI_00723,AOHABJFI_01008,LCPJMJGF_00692
pgi,pgi,Glucose-6-phosphate isomerase,HJHFJAOG_01227,MLMIAKCI_00734,AOHABJFI_00997,LCPJMJGF_00703
group_310,,hypothetical protein,HJHFJAOG_00308,MLMIAKCI_00696,AOHABJFI_01035,LCPJMJGF_00771
group_309,,hypothetical protein,HJHFJAOG_00311,MLMIAKCI_00699,AOHABJFI_01032,LCPJMJGF_00774
pta,pta,Phosphate acetyltransferase,HJHFJAOG_01174,MLMIAKCI_01486,AOHABJFI_00578,LCPJMJGF_01602
ftsZ,ftsZ,Cell division protein FtsZ,HJHFJAOG_00268,MLMIAKCI_00673,AOHABJFI_01058,LCPJMJGF_00744
potC,;potC,hypothetical protein;Spermidine/putrescine transport system permease protein PotC,HJHFJAOG_01180,MLMIAKCI_01480;MLMIAKCI_01003,AOHABJFI_00584,LCPJMJGF_01608
mbl,mbl,Cell shape-determining protein Mbl,HJHFJAOG_00326,MLMIAKCI_00714,AOHABJFI_01017,LCPJMJGF_00683
ileS,ileS,isoleucine--tRNA ligase IleS,HJHFJAOG_00263,MLMIAKCI_00668,AOHABJFI_01063,LCPJMJGF_00739
glmM,glmM,Phosphoglucosamine mutase,HJHFJAOG_01184,MLMIAKCI_00999,AOHABJFI_00588,LCPJMJGF_01612
tdk,tdk,Thymidine kinase,HJHFJAOG_00340,MLMIAKCI_00728,AOHABJFI_01003,LCPJMJGF_00697
group_308,,hypothetical protein,HJHFJAOG_01212,MLMIAKCI_02166,AOHABJFI_00616,LCPJMJGF_00718
murT,murT,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,HJHFJAOG_00341,MLMIAKCI_00729,AOHABJFI_01002,LCPJMJGF_00698
group_307,,hypothetical protein,HJHFJAOG_01226,MLMIAKCI_00735,AOHABJFI_00996,LCPJMJGF_00704
group_306,,hypothetical protein,HJHFJAOG_01216,MLMIAKCI_02170,AOHABJFI_00620,LCPJMJGF_00714
group_305,,hypothetical protein,HJHFJAOG_01210,MLMIAKCI_02164,AOHABJFI_00614,LCPJMJGF_00720
group_300,,IS110 family transposase ISSpn10,HJHFJAOG_00246,MLMIAKCI_00475,AOHABJFI_00309,LCPJMJGF_00427
group_299,,hypothetical protein,HJHFJAOG_01922,MLMIAKCI_00973,AOHABJFI_00126,LCPJMJGF_02058
group_298,,D-lactate dehydrogenase,HJHFJAOG_01921,MLMIAKCI_00972,AOHABJFI_00127,LCPJMJGF_02059
ybaT,ybaT;,Inner membrane transport protein YbaT;hypothetical protein,HJHFJAOG_01899,MLMIAKCI_00601,AOHABJFI_00148,LCPJMJGF_02142;LCPJMJGF_02141
group_295,,hypothetical protein,HJHFJAOG_01913,MLMIAKCI_00588,AOHABJFI_00135,LCPJMJGF_01797
ybjI_5,ybjI_5,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,HJHFJAOG_01919,MLMIAKCI_00581,AOHABJFI_00129,LCPJMJGF_01791
group_291,,hypothetical protein,HJHFJAOG_01908,MLMIAKCI_00593,AOHABJFI_00140,LCPJMJGF_01802
group_290,,hypothetical protein,HJHFJAOG_01909,MLMIAKCI_00592,AOHABJFI_00139,LCPJMJGF_01801
opuBA,opuBA,Choline transport ATP-binding protein OpuBA,HJHFJAOG_01912,MLMIAKCI_00589,AOHABJFI_00136,LCPJMJGF_01798
exoA,exoA,Exodeoxyribonuclease,HJHFJAOG_01924,MLMIAKCI_00975,AOHABJFI_00123,LCPJMJGF_02057
tetM,tetM,Tetracycline resistance protein TetM from transposon TnFO1,HJHFJAOG_01918,MLMIAKCI_00582,AOHABJFI_00130,LCPJMJGF_01792
group_286,,hypothetical protein,HJHFJAOG_01928,MLMIAKCI_00979,AOHABJFI_00119,LCPJMJGF_02053
group_283,,hypothetical protein,HJHFJAOG_01901,MLMIAKCI_00599,AOHABJFI_00146,LCPJMJGF_02139
def,def,Peptide deformylase,HJHFJAOG_01929,MLMIAKCI_00980,AOHABJFI_00118,LCPJMJGF_02052
uvrB_2,uvrB_2,UvrABC system protein B,HJHFJAOG_01926,MLMIAKCI_00977,AOHABJFI_00121,LCPJMJGF_02055
oppA_3~~~oppA_2~~~oppA_4,oppA_3;oppA_2;oppA_4,Oligopeptide-binding protein OppA,HJHFJAOG_01906;HJHFJAOG_01907,MLMIAKCI_00594;MLMIAKCI_00595,AOHABJFI_00141;AOHABJFI_00142,LCPJMJGF_01803
gadC,gadC,Glutamate/gamma-aminobutyrate antiporter,HJHFJAOG_01925,MLMIAKCI_00976,AOHABJFI_00122,LCPJMJGF_02056
group_281,,hypothetical protein,HJHFJAOG_01910,MLMIAKCI_00591,AOHABJFI_00138,LCPJMJGF_01800
group_280,,hypothetical protein,HJHFJAOG_01911,MLMIAKCI_00590,AOHABJFI_00137,LCPJMJGF_01799
group_279,,hypothetical protein,HJHFJAOG_01900,MLMIAKCI_00600,AOHABJFI_00147,LCPJMJGF_02140
group_278,,hypothetical protein,HJHFJAOG_01927,MLMIAKCI_00978,AOHABJFI_00120,LCPJMJGF_02054
group_277,,hypothetical protein,HJHFJAOG_01916,MLMIAKCI_00584;MLMIAKCI_00585,AOHABJFI_00132,LCPJMJGF_01794
group_276,,hypothetical protein,HJHFJAOG_01898,MLMIAKCI_00602,AOHABJFI_00149,LCPJMJGF_02143
entS,entS,Enterobactin exporter EntS,HJHFJAOG_01920,MLMIAKCI_00580,AOHABJFI_00128,LCPJMJGF_02060
group_275,,hypothetical protein,HJHFJAOG_01897,MLMIAKCI_00603,AOHABJFI_00150,LCPJMJGF_02144
yvgN,yvgN,Glyoxal reductase,HJHFJAOG_01917,MLMIAKCI_00583,AOHABJFI_00131,LCPJMJGF_01793
yfnB,yfnB,Putative HAD-hydrolase YfnB,HJHFJAOG_01915,MLMIAKCI_00586,AOHABJFI_00133,LCPJMJGF_01795
group_273,,hypothetical protein,HJHFJAOG_01914,MLMIAKCI_00587,AOHABJFI_00134,LCPJMJGF_01796
ytpP,ytpP,Thioredoxin-like protein YtpP,HJHFJAOG_00218,MLMIAKCI_00335,AOHABJFI_00872,LCPJMJGF_01228
group_270,,hypothetical protein,HJHFJAOG_00207,MLMIAKCI_00324,AOHABJFI_00883,LCPJMJGF_01217
group_269,,hypothetical protein,HJHFJAOG_00210,MLMIAKCI_00327,AOHABJFI_00880,LCPJMJGF_01220
hit,hit,Protein hit,HJHFJAOG_00213,MLMIAKCI_00330,AOHABJFI_00877,LCPJMJGF_01223
nrdR,nrdR,Transcriptional repressor NrdR,HJHFJAOG_00231,MLMIAKCI_00348,AOHABJFI_01717,LCPJMJGF_01240
group_268,,hypothetical protein,HJHFJAOG_00223,MLMIAKCI_00340,AOHABJFI_00866,LCPJMJGF_01233
trmB,trmB,tRNA (guanine-N(7)-)-methyltransferase,HJHFJAOG_00216,MLMIAKCI_00333,AOHABJFI_00874,LCPJMJGF_01226
prsA,prsA,Foldase protein PrsA,HJHFJAOG_00211,MLMIAKCI_00328,AOHABJFI_00879,LCPJMJGF_01221
ppsA,ppsA,Phosphoenolpyruvate synthase,HJHFJAOG_00200,MLMIAKCI_00369,AOHABJFI_00890,LCPJMJGF_00253
mepA_2~~~mepA_1,mepA_2;mepA_1,Multidrug export protein MepA,HJHFJAOG_00221,MLMIAKCI_00338,AOHABJFI_00868,LCPJMJGF_01231
pheT_1,pheT_1,Phenylalanine--tRNA ligase beta subunit,HJHFJAOG_00219,MLMIAKCI_00336,AOHABJFI_00871,LCPJMJGF_01229
group_266,,hypothetical protein,HJHFJAOG_00225,MLMIAKCI_00342,AOHABJFI_01723,LCPJMJGF_01235
rluD_1,rluD_1,Ribosomal large subunit pseudouridine synthase D,HJHFJAOG_00201,MLMIAKCI_00318,AOHABJFI_00889,LCPJMJGF_01211
group_265,,hypothetical protein,HJHFJAOG_00205,MLMIAKCI_00322,AOHABJFI_00885,LCPJMJGF_01215
group_264,,hypothetical protein,HJHFJAOG_00215,MLMIAKCI_00332,AOHABJFI_00875,LCPJMJGF_01225
dnaI,dnaI,Replicative helicase loader DnaI,HJHFJAOG_00233,MLMIAKCI_00350,AOHABJFI_01715,LCPJMJGF_01242
polA,polA,DNA polymerase I,HJHFJAOG_00228,MLMIAKCI_00345,AOHABJFI_01720,LCPJMJGF_01237
group_262,,hypothetical protein,HJHFJAOG_00204,MLMIAKCI_00321,AOHABJFI_00886,LCPJMJGF_01214
group_261,,hypothetical protein,HJHFJAOG_00222,MLMIAKCI_00339,AOHABJFI_00867,LCPJMJGF_01232
yhaM,yhaM,3'-5' exoribonuclease YhaM,HJHFJAOG_00206,MLMIAKCI_00323,AOHABJFI_00884,LCPJMJGF_01216
group_260,,hypothetical protein,HJHFJAOG_00217,MLMIAKCI_00334,AOHABJFI_00873,LCPJMJGF_01227
group_259,,hypothetical protein,HJHFJAOG_00208,MLMIAKCI_00325,AOHABJFI_00882,LCPJMJGF_01218
mutM,mutM,Formamidopyrimidine-DNA glycosylase,HJHFJAOG_00229,MLMIAKCI_00346,AOHABJFI_01719,LCPJMJGF_01238
dnaB_1,dnaB_1,Replicative helicase loading/DNA remodeling protein DnaB,HJHFJAOG_00232,MLMIAKCI_00349,AOHABJFI_01716,LCPJMJGF_01241
group_258,,hypothetical protein,HJHFJAOG_00203,MLMIAKCI_00320,AOHABJFI_00887,LCPJMJGF_01213
qmcA,qmcA;,Protein QmcA;hypothetical protein,HJHFJAOG_00226;HJHFJAOG_00227,MLMIAKCI_00343;MLMIAKCI_00344,AOHABJFI_01721;AOHABJFI_01722,LCPJMJGF_01236
pbp2a,pbp2a,Penicillin-binding protein 2a,HJHFJAOG_00202,MLMIAKCI_00319,AOHABJFI_00888,LCPJMJGF_01212
group_257,,hypothetical protein,HJHFJAOG_00209,MLMIAKCI_00326,AOHABJFI_00881,LCPJMJGF_01219
murC,murC,UDP-N-acetylmuramate--L-alanine ligase,HJHFJAOG_00220,MLMIAKCI_00337,AOHABJFI_00869,LCPJMJGF_01230
ecsA,ecsA,ABC-type transporter ATP-binding protein EcsA,HJHFJAOG_00214,MLMIAKCI_00331,AOHABJFI_00876,LCPJMJGF_01224
thrS,thrS,Threonine--tRNA ligase,HJHFJAOG_00234,MLMIAKCI_00351,AOHABJFI_01714,LCPJMJGF_01243
group_256,,hypothetical protein,HJHFJAOG_00224,MLMIAKCI_00341,AOHABJFI_01724,LCPJMJGF_01234
group_255,,hypothetical protein,HJHFJAOG_00212,MLMIAKCI_00329,AOHABJFI_00878,LCPJMJGF_01222
coaE,coaE,Dephospho-CoA kinase,HJHFJAOG_00230,MLMIAKCI_00347,AOHABJFI_01718,LCPJMJGF_01239
group_253,,hypothetical protein,HJHFJAOG_00190,MLMIAKCI_01940;MLMIAKCI_01939,AOHABJFI_00349,LCPJMJGF_00256
group_252,,hypothetical protein,HJHFJAOG_00191,MLMIAKCI_01938,AOHABJFI_00348,LCPJMJGF_00255
group_251,,hypothetical protein,HJHFJAOG_00189,MLMIAKCI_01941,AOHABJFI_00350,LCPJMJGF_00257
menA_1,menA_1,14-dihydroxy-2-naphthoate octaprenyltransferase,HJHFJAOG_00192,MLMIAKCI_01937,AOHABJFI_00430,LCPJMJGF_00254
group_250,,hypothetical protein,HJHFJAOG_01259,MLMIAKCI_02116,AOHABJFI_02302,LCPJMJGF_02021
lemA,lemA,Protein LemA,HJHFJAOG_01255,MLMIAKCI_02112,AOHABJFI_02211,LCPJMJGF_02017
gla,gla,Glycerol facilitator-aquaporin gla,HJHFJAOG_01263,MLMIAKCI_00421,AOHABJFI_00244,LCPJMJGF_00262
group_249,,hypothetical protein,HJHFJAOG_01257,MLMIAKCI_02114,AOHABJFI_02213,LCPJMJGF_02019
group_247,,hypothetical protein,HJHFJAOG_01252,MLMIAKCI_02109,AOHABJFI_02208,LCPJMJGF_02014
